time(ps)	counts
713600000	10
714000000	9
714400000	7
714800000	8
715200000	5
715600000	6
716000000	5
716400000	5
716800000	7
717200000	1
717600000	8
718000000	8
718400000	11
718800000	3
719200000	7
719600000	7
720000000	1
720400000	6
720800000	7
721200000	9
721600000	5
722000000	6
722400000	5
722800000	8
723200000	6
723600000	8
724000000	5
724400000	9
724800000	10
725200000	5
725600000	7
726000000	4
726400000	7
726800000	4
727200000	9
727600000	7
728000000	7
728400000	6
728800000	5
729200000	8
729600000	7
730000000	6
730400000	10
730800000	13
731200000	4
731600000	8
732000000	10
732400000	8
732800000	11
733200000	2
733600000	8
734000000	9
734400000	7
734800000	2
735200000	0
735600000	8
736000000	4
736400000	9
736800000	14
737200000	5
737600000	14
738000000	10
738400000	7
738800000	9
739200000	5
739600000	9
740000000	10
740400000	5
740800000	9
741200000	7
741600000	5
742000000	5
742400000	6
742800000	6
743200000	7
743600000	8
744000000	8
744400000	7
744800000	7
745200000	8
745600000	10
746000000	5
746400000	1
746800000	2
747200000	11
747600000	8
748000000	7
748400000	5
748800000	5
749200000	4
749600000	6
750000000	7
750400000	5
750800000	6
751200000	69
751600000	141
752000000	143
752400000	135
752800000	108
753200000	82
753600000	105
754000000	90
754400000	72
754800000	97
755200000	70
755600000	76
756000000	68
756400000	71
756800000	63
757200000	80
757600000	63
758000000	61
758400000	59
758800000	59
759200000	57
759600000	58
760000000	61
760400000	64
760800000	51
761200000	65
761600000	56
762000000	60
762400000	48
762800000	52
763200000	67
763600000	71
764000000	53
764400000	53
764800000	51
765200000	50
765600000	52
766000000	52
766400000	45
766800000	60
767200000	50
767600000	53
768000000	57
768400000	50
768800000	46
769200000	52
769600000	54
770000000	58
770400000	54
770800000	58
771200000	46
771600000	60
772000000	54
772400000	52
772800000	36
773200000	52
773600000	48
774000000	60
774400000	46
774800000	52
775200000	61
775600000	56
776000000	57
776400000	54
776800000	57
777200000	43
777600000	48
778000000	44
778400000	56
778800000	65
779200000	47
779600000	47
780000000	45
780400000	47
780800000	45
781200000	33
781600000	4
782000000	11
782400000	6
782800000	6
783200000	11
783600000	13
784000000	6
784400000	7
784800000	10
785200000	9
785600000	11
786000000	8
786400000	11
786800000	8
787200000	13
787600000	9
788000000	5
788400000	2
788800000	9
789200000	7
789600000	8
790000000	7
790400000	8
790800000	8
791200000	12
791600000	8
792000000	4
792400000	11
792800000	11
793200000	5
793600000	9
794000000	10
794400000	9
794800000	9
795200000	3
795600000	4
796000000	5
796400000	7
796800000	12
797200000	8
797600000	9
798000000	6
798400000	7
798800000	10
799200000	12
799600000	11
800000000	4
800400000	11
800800000	8
801200000	9
801600000	7
802000000	8
802400000	9
802800000	4
803200000	3
803600000	7
804000000	7
804400000	10
804800000	6
805200000	10
805600000	12
806000000	11
806400000	9
806800000	9
807200000	8
807600000	12
808000000	9
808400000	6
808800000	11
809200000	4
809600000	7
810000000	6
810400000	4
810800000	11
811200000	7
811600000	9
812000000	6
812400000	2
812800000	6
813200000	7
813600000	4
814000000	8
814400000	9
814800000	5
815200000	10
815600000	10
816000000	9
816400000	2
816800000	8
817200000	19
817600000	5
818000000	9
818400000	1
818800000	8
819200000	10
819600000	8
820000000	13
820400000	12
820800000	5
821200000	10
821600000	2
822000000	5
822400000	10
822800000	5
823200000	6
823600000	2
824000000	10
824400000	10
824800000	4
825200000	6
825600000	11
826000000	2
826400000	6
826800000	9
827200000	5
827600000	8
828000000	14
828400000	9
828800000	6
829200000	5
829600000	10
830000000	8
830400000	5
830800000	6
831200000	9
831600000	6
832000000	9
832400000	7
832800000	3
833200000	5
833600000	8
834000000	6
834400000	6
834800000	8
835200000	3
835600000	7
836000000	6
836400000	7
836800000	7
837200000	9
837600000	6
838000000	4
838400000	10
838800000	8
839200000	5
839600000	3
840000000	8
840400000	9
840800000	2
841200000	9
841600000	5
842000000	3
842400000	4
842800000	6
843200000	9
843600000	7
844000000	4
844400000	6
844800000	8
845200000	7
845600000	4
846000000	3
846400000	136
846800000	120
