m	lambda (Hz)	Angular frequency (rad/s)	Damping ratio (1)	Quality factor (1)
0.0000	4.9426E10+4.6760E8i	3.1055E11+2.9380E9i	0.0094601	52.853
0.0000	4.9439E10+4.5959E9i	3.1063E11+2.8877E10i	0.092562	5.4018
0.0000	4.9453E10+9.2574E8i	3.1072E11+5.8166E9i	0.018716	26.714
0.0000	4.9476E10+3.9691E9i	3.1086E11+2.4939E10i	0.079967	6.2526
0.0000	4.9541E10+4.2584E8i	3.1128E11+2.6756E9i	0.0085953	58.171
0.0000	4.9542E10+2.1907E9i	3.1128E11+1.3765E10i	0.044176	11.318
0.0000	4.9570E10+1.5696E9i	3.1146E11+9.8621E9i	0.031648	15.799
0.0000	4.9590E10+1.1628E9i	3.1158E11+7.3061E9i	0.023442	21.330
0.0000	4.9644E10+1.6069E9i	3.1192E11+1.0097E10i	0.032352	15.455
0.0000	4.9685E10+3.0851E9i	3.1218E11+1.9384E10i	0.061974	8.0679
0.0000	4.9695E10+3.8516E8i	3.1224E11+2.4201E9i	0.0077503	64.513
0.0000	4.9703E10+9.4949E8i	3.1229E11+5.9658E9i	0.019100	26.178
0.0000	4.9748E10+7.5170E8i	3.1258E11+4.7231E9i	0.015108	33.094
0.0000	4.9865E10+7.4492E8i	3.1331E11+4.6805E9i	0.014937	33.474
0.0000	4.9921E10+2.4307E8i	3.1366E11+1.5273E9i	0.0048691	102.69
0.0000	4.9932E10+2.4102E9i	3.1373E11+1.5144E10i	0.048214	10.370
0.0000	4.9955E10+2.1256E9i	3.1388E11+1.3355E10i	0.042511	11.762
0.0000	4.9981E10+1.3782E9i	3.1404E11+8.6594E9i	0.027564	18.140
0.0000	4.9985E10+3.7544E8i	3.1407E11+2.3590E9i	0.0075109	66.570
0.0000	5.0014E10+5.5996E8i	3.1425E11+3.5183E9i	0.011195	44.662
0.0000	5.0015E10+9.9006E8i	3.1426E11+6.2208E9i	0.019791	25.264
0.0000	5.0080E10+1.0566E9i	3.1466E11+6.6386E9i	0.021093	23.705
0.0000	5.0096E10+2.9606E8i	3.1476E11+1.8602E9i	0.0059097	84.607
0.0000	5.0098E10+8.3723E8i	3.1477E11+5.2605E9i	0.016710	29.923
0.0000	5.0152E10+5.3597E8i	3.1511E11+3.3676E9i	0.010686	46.789
0.0000	5.0163E10+6.9991E8i	3.1518E11+4.3977E9i	0.013951	35.839
0.0000	5.0178E10+6.4013E8i	3.1528E11+4.0220E9i	0.012756	39.197
0.0000	5.0184E10+3.0979E8i	3.1532E11+1.9465E9i	0.0061729	80.999
0.0000	5.0207E10+1.9012E8i	3.1546E11+1.1946E9i	0.0037867	132.04
0.0000	5.0221E10+8.7862E8i	3.1555E11+5.5205E9i	0.017492	28.584
0.0000	5.0235E10+2.3435E9i	3.1564E11+1.4724E10i	0.046599	10.730
0.0000	5.0259E10+2.6826E9i	3.1579E11+1.6855E10i	0.053299	9.3811
0.0000	5.0370E10+3.3558E8i	3.1649E11+2.1085E9i	0.0066621	75.051
0.0000	5.0403E10+9.7875E8i	3.1669E11+6.1497E9i	0.019415	25.754
0.0000	5.0410E10+1.3881E9i	3.1674E11+8.7216E9i	0.027525	18.165
0.0000	5.0434E10+1.7291E9i	3.1689E11+1.0865E10i	0.034265	14.592
0.0000	5.0509E10+6.3413E8i	3.1736E11+3.9844E9i	0.012554	39.828
0.0000	5.0569E10+4.2608E8i	3.1773E11+2.6771E9i	0.0084254	59.344
0.0000	5.0570E10+9.5008E8i	3.1774E11+5.9695E9i	0.018784	26.618
0.0000	5.0678E10+3.6453E8i	3.1842E11+2.2904E9i	0.0071928	69.514
0.0000	5.0695E10+3.6211E8i	3.1852E11+2.2752E9i	0.0071429	70.000
0.0000	5.0697E10+3.3200E8i	3.1854E11+2.0860E9i	0.0065486	76.352
0.0000	5.0699E10+5.5265E8i	3.1855E11+3.4724E9i	0.010900	45.871
0.0000	5.0764E10+3.9761E8i	3.1896E11+2.4983E9i	0.0078323	63.839
0.0000	5.0764E10+1.1318E9i	3.1896E11+7.1114E9i	0.022290	22.432
0.0000	5.0769E10+2.8154E9i	3.1899E11+1.7690E10i	0.055370	9.0302
0.0000	5.0788E10+1.0864E9i	3.1911E11+6.8260E9i	0.021386	23.380
0.0000	5.0816E10+3.4203E8i	3.1929E11+2.1491E9i	0.0067307	74.286
0.0000	5.0919E10+4.6043E8i	3.1993E11+2.8930E9i	0.0090421	55.297
0.0000	5.0930E10+1.0963E9i	3.2000E11+6.8880E9i	0.021520	23.234
0.0000	5.0943E10+2.1402E9i	3.2009E11+1.3447E10i	0.041974	11.912
0.0000	5.0946E10+7.1200E8i	3.2010E11+4.4736E9i	0.013974	35.780
0.0000	5.0960E10+2.1318E9i	3.2019E11+1.3394E10i	0.041796	11.963
0.0000	5.0976E10+6.5186E8i	3.2029E11+4.0957E9i	0.012787	39.103
0.0000	5.0983E10+1.7276E9i	3.2034E11+1.0855E10i	0.033866	14.764
0.0000	5.1034E10+2.8223E8i	3.2066E11+1.7733E9i	0.0055302	90.413
0.0000	5.1072E10+4.4246E8i	3.2089E11+2.7801E9i	0.0086631	57.716
0.0000	5.1095E10+4.6338E8i	3.2104E11+2.9115E9i	0.0090686	55.135
0.0000	5.1141E10+1.0681E9i	3.2133E11+6.7110E9i	0.020881	23.945
0.0000	5.1184E10+2.2725E9i	3.2160E11+1.4278E10i	0.044355	11.273
0.0000	5.1218E10+2.3016E8i	3.2181E11+1.4462E9i	0.0044938	111.27
0.0000	5.1242E10+1.2164E9i	3.2196E11+7.6431E9i	0.023732	21.068
0.0000	5.1267E10+7.6126E8i	3.2212E11+4.7831E9i	0.014847	33.676
0.0000	5.1269E10+1.3730E9i	3.2213E11+8.6265E9i	0.026770	18.678
0.0000	5.1372E10+2.0478E9i	3.2278E11+1.2867E10i	0.039831	12.553
0.0000	5.1477E10+3.1255E8i	3.2344E11+1.9638E9i	0.0060716	82.351
0.0000	5.1492E10+6.4090E8i	3.2353E11+4.0269E9i	0.012446	40.175
0.0000	5.1512E10+7.3458E8i	3.2366E11+4.6155E9i	0.014259	35.066
0.0000	5.1516E10+1.1969E9i	3.2368E11+7.5203E9i	0.023227	21.527
0.0000	5.1519E10+1.5439E9i	3.2370E11+9.7004E9i	0.029954	16.692
0.0000	5.1565E10+1.5008E9i	3.2399E11+9.4299E9i	0.029093	17.186
0.0000	5.1591E10+4.9322E8i	3.2415E11+3.0990E9i	0.0095598	52.302
0.0000	5.1623E10+3.5172E8i	3.2436E11+2.2099E9i	0.0068130	73.389
0.0000	5.1655E10+5.2472E8i	3.2456E11+3.2969E9i	0.010157	49.225
0.0000	5.1696E10+1.0450E9i	3.2482E11+6.5659E9i	0.020210	24.740
0.0000	5.1700E10+4.2534E8i	3.2484E11+2.6725E9i	0.0082269	60.777
0.0000	5.1727E10+9.0416E8i	3.2501E11+5.6810E9i	0.017477	28.609
0.0000	5.1774E10+1.2118E9i	3.2531E11+7.6138E9i	0.023399	21.369
0.0000	5.1851E10+8.1523E8i	3.2579E11+5.1222E9i	0.015721	31.805
0.0000	5.1853E10+2.0912E8i	3.2580E11+1.3139E9i	0.0040329	123.98
0.0000	5.1865E10+4.6581E8i	3.2588E11+2.9268E9i	0.0089809	55.674
0.0000	5.1901E10+5.0628E8i	3.2610E11+3.1811E9i	0.0097544	51.259
0.0000	5.1963E10+5.2198E8i	3.2649E11+3.2797E9i	0.010045	49.777
0.0000	5.1984E10+7.7510E8i	3.2662E11+4.8701E9i	0.014909	33.537
0.0000	5.2075E10+3.4738E8i	3.2720E11+2.1826E9i	0.0066706	74.956
1.0000	4.0175E10+1.0612E9i	2.5243E11+6.6678E9i	0.026406	18.935
1.0000	4.0207E10+8.9137E8i	2.5263E11+5.6006E9i	0.022164	22.559
1.0000	4.0237E10+1.1216E9i	2.5281E11+7.0471E9i	0.027864	17.944
1.0000	4.0285E10+9.8181E8i	2.5312E11+6.1689E9i	0.024364	20.522
1.0000	4.0307E10+1.5283E9i	2.5325E11+9.6028E9i	0.037890	13.196
1.0000	4.0377E10+7.5232E8i	2.5369E11+4.7270E9i	0.018629	26.840
1.0000	4.0391E10+2.1323E9i	2.5378E11+1.3398E10i	0.052719	9.4843
1.0000	4.0395E10+8.8179E8i	2.5381E11+5.5404E9i	0.021824	22.911
1.0000	4.0413E10+1.7451E9i	2.5393E11+1.0965E10i	0.043142	11.590
1.0000	4.0414E10+9.1442E8i	2.5393E11+5.7454E9i	0.022620	22.104
1.0000	4.0455E10+1.0289E9i	2.5419E11+6.4648E9i	0.025425	19.666
1.0000	4.0512E10+1.2181E9i	2.5455E11+7.6539E9i	0.030055	16.636
1.0000	4.0519E10+9.0120E8i	2.5459E11+5.6624E9i	0.022236	22.486
1.0000	4.0572E10+1.0236E9i	2.5492E11+6.4316E9i	0.025222	19.824
1.0000	4.0589E10+1.0639E9i	2.5503E11+6.6844E9i	0.026201	19.083
1.0000	4.0633E10+1.3338E9i	2.5530E11+8.3808E9i	0.032809	15.240
1.0000	4.0662E10+2.2135E9i	2.5548E11+1.3908E10i	0.054358	9.1983
1.0000	4.0676E10+1.9862E9i	2.5558E11+1.2480E10i	0.048772	10.252
1.0000	4.0677E10+1.2987E9i	2.5558E11+8.1600E9i	0.031911	15.668
1.0000	4.0697E10+9.1706E8i	2.5571E11+5.7621E9i	0.022528	22.194
1.0000	4.0710E10+8.2749E8i	2.5579E11+5.1993E9i	0.020323	24.603
1.0000	4.0717E10+8.2334E8i	2.5583E11+5.1732E9i	0.020217	24.732
1.0000	4.0749E10+1.2426E9i	2.5604E11+7.8074E9i	0.030479	16.405
1.0000	4.0791E10+1.0986E9i	2.5630E11+6.9024E9i	0.026921	18.573
1.0000	4.0916E10+1.2264E9i	2.5708E11+7.7057E9i	0.029960	16.689
1.0000	4.0937E10+7.3871E8i	2.5722E11+4.6414E9i	0.018042	27.713
1.0000	4.0961E10+1.7418E9i	2.5736E11+1.0944E10i	0.042485	11.769
1.0000	4.1037E10+1.7097E9i	2.5784E11+1.0742E10i	0.041626	12.012
1.0000	4.1052E10+1.4683E9i	2.5794E11+9.2256E9i	0.035744	13.989
1.0000	4.1081E10+9.2372E8i	2.5812E11+5.8039E9i	0.022480	22.242
1.0000	4.1094E10+1.0490E9i	2.5820E11+6.5911E9i	0.025518	19.594
1.0000	4.1095E10+1.9925E9i	2.5821E11+1.2519E10i	0.048429	10.324
1.0000	4.1097E10+9.9698E8i	2.5822E11+6.2642E9i	0.024252	20.617
1.0000	4.1149E10+1.4934E9i	2.5854E11+9.3832E9i	0.036269	13.786
1.0000	4.1162E10+1.2729E9i	2.5863E11+7.9978E9i	0.030909	16.176
1.0000	4.1185E10+1.9801E9i	2.5877E11+1.2441E10i	0.048024	10.412
1.0000	4.1196E10+1.0094E9i	2.5884E11+6.3424E9i	0.024496	20.412
1.0000	4.1199E10+2.3912E9i	2.5886E11+1.5025E10i	0.057943	8.6292
1.0000	4.1275E10+8.5530E8i	2.5934E11+5.3740E9i	0.020718	24.134
1.0000	4.1321E10+1.2555E9i	2.5963E11+7.8886E9i	0.030370	16.464
1.0000	4.1365E10+8.7468E8i	2.5990E11+5.4958E9i	0.021141	23.651
1.0000	4.1425E10+2.2816E9i	2.6028E11+1.4336E10i	0.054995	9.0917
1.0000	4.1433E10+1.1406E9i	2.6033E11+7.1668E9i	0.027519	18.169
1.0000	4.1439E10+7.7375E8i	2.6037E11+4.8616E9i	0.018669	26.782
1.0000	4.1526E10+1.0033E9i	2.6091E11+6.3039E9i	0.024154	20.701
1.0000	4.1544E10+3.9725E9i	2.6103E11+2.4960E10i	0.095188	5.2528
1.0000	4.1559E10+1.5929E9i	2.6112E11+1.0009E10i	0.038301	13.054
1.0000	4.1560E10+2.1486E9i	2.6113E11+1.3500E10i	0.051630	9.6843
1.0000	4.1567E10+9.0206E8i	2.6117E11+5.6678E9i	0.021696	23.046
1.0000	4.1575E10+1.8038E9i	2.6122E11+1.1334E10i	0.043346	11.535
1.0000	4.1595E10+9.7119E8i	2.6135E11+6.1022E9i	0.023342	21.420
1.0000	4.1614E10+1.1405E9i	2.6147E11+7.1659E9i	0.027396	18.251
1.0000	4.1616E10+3.5893E9i	2.6148E11+2.2552E10i	0.085927	5.8189
1.0000	4.1659E10+4.1289E9i	2.6175E11+2.5943E10i	0.098630	5.0694
1.0000	4.1715E10+7.6807E8i	2.6211E11+4.8259E9i	0.018409	27.160
1.0000	4.1726E10+1.1540E9i	2.6217E11+7.2508E9i	0.027646	18.086
1.0000	4.1741E10+1.9515E9i	2.6227E11+1.2262E10i	0.046702	10.706
1.0000	4.1762E10+2.0101E9i	2.6240E11+1.2630E10i	0.048077	10.400
1.0000	4.1827E10+8.3310E8i	2.6281E11+5.2345E9i	0.019914	25.108
1.0000	4.1827E10+7.8808E8i	2.6281E11+4.9516E9i	0.018838	26.542
1.0000	4.1888E10+1.3801E9i	2.6319E11+8.6715E9i	0.032930	15.184
1.0000	4.1903E10+8.2716E8i	2.6329E11+5.1972E9i	0.019736	25.334
1.0000	4.1912E10+3.3232E9i	2.6334E11+2.0880E10i	0.079042	6.3258
1.0000	4.1940E10+2.7122E9i	2.6351E11+1.7042E10i	0.064535	7.7477
1.0000	4.1967E10+1.0771E9i	2.6368E11+6.7677E9i	0.025658	19.487
1.0000	4.1984E10+7.7733E8i	2.6379E11+4.8841E9i	0.018512	27.010
1.0000	4.2005E10+1.8688E9i	2.6393E11+1.1742E10i	0.044447	11.249
1.0000	4.2030E10+7.7559E8i	2.6408E11+4.8732E9i	0.018450	27.100
1.0000	4.2085E10+1.0743E9i	2.6443E11+6.7501E9i	0.025519	19.593
1.0000	4.2106E10+1.7320E9i	2.6456E11+1.0883E10i	0.041100	12.165
1.0000	4.2146E10+7.8760E8i	2.6481E11+4.9487E9i	0.018684	26.760
1.0000	4.2179E10+1.4551E9i	2.6502E11+9.1424E9i	0.034477	14.503
1.0000	4.2284E10+9.2958E8i	2.6568E11+5.8407E9i	0.021979	22.749
1.0000	4.2321E10+3.0168E9i	2.6591E11+1.8955E10i	0.071103	7.0321
1.0000	4.2322E10+2.0896E9i	2.6592E11+1.3129E10i	0.049313	10.139
1.0000	4.2333E10+1.1626E9i	2.6599E11+7.3046E9i	0.027452	18.214
1.0000	4.2338E10+6.6554E8i	2.6602E11+4.1817E9i	0.015718	31.811
1.0000	4.2339E10+1.9725E9i	2.6603E11+1.2394E10i	0.046538	10.744
1.0000	4.2341E10+1.1606E9i	2.6603E11+7.2926E9i	0.027402	18.247
1.0000	4.2450E10+9.1985E8i	2.6672E11+5.7796E9i	0.021664	23.080
1.0000	4.2493E10+1.1992E9i	2.6699E11+7.5345E9i	0.028209	17.725
1.0000	4.2519E10+1.1996E9i	2.6716E11+7.5372E9i	0.028201	17.730
1.0000	4.2543E10+2.2706E9i	2.6731E11+1.4267E10i	0.053296	9.3815
1.0000	4.2553E10+1.3673E9i	2.6737E11+8.5909E9i	0.032114	15.569
1.0000	4.2588E10+9.2041E8i	2.6759E11+5.7831E9i	0.021607	23.141
1.0000	4.2610E10+8.1535E8i	2.6773E11+5.1230E9i	0.019132	26.135
1.0000	4.2635E10+1.3081E9i	2.6788E11+8.2192E9i	0.030667	16.304
1.0000	4.2639E10+8.1394E8i	2.6791E11+5.1141E9i	0.019085	26.198
1.0000	4.2665E10+1.0650E9i	2.6807E11+6.6914E9i	0.024954	20.037
1.0000	4.2722E10+1.6103E9i	2.6843E11+1.0118E10i	0.037666	13.275
1.0000	4.2722E10+1.2584E9i	2.6843E11+7.9069E9i	0.029443	16.982
1.0000	4.2728E10+1.9815E9i	2.6847E11+1.2450E10i	0.046326	10.793
1.0000	4.2729E10+8.1054E8i	2.6847E11+5.0928E9i	0.018966	26.363
1.0000	4.2740E10+4.7496E8i	2.6854E11+2.9843E9i	0.011112	44.996
1.0000	4.2794E10+6.4043E8i	2.6888E11+4.0239E9i	0.014964	33.414
1.0000	4.2868E10+2.9866E9i	2.6935E11+1.8765E10i	0.069501	7.1941
1.0000	4.2901E10+1.0627E9i	2.6956E11+6.6771E9i	0.024763	20.191
1.0000	4.2907E10+1.4226E9i	2.6959E11+8.9387E9i	0.033138	15.088
1.0000	4.2917E10+1.3567E9i	2.6965E11+8.5242E9i	0.031596	15.825
1.0000	4.2921E10+1.0097E9i	2.6968E11+6.3439E9i	0.023517	21.261
1.0000	4.2951E10+1.1876E9i	2.6987E11+7.4621E9i	0.027640	18.090
1.0000	4.2986E10+7.8981E8i	2.7009E11+4.9625E9i	0.018371	27.217
1.0000	4.3009E10+8.5394E8i	2.7024E11+5.3655E9i	0.019851	25.188
1.0000	4.3030E10+1.6924E9i	2.7036E11+1.0634E10i	0.039300	12.723
1.0000	4.3059E10+1.1777E9i	2.7055E11+7.3998E9i	0.027341	18.287
1.0000	4.3070E10+7.8591E8i	2.7061E11+4.9380E9i	0.018244	27.406
1.0000	4.3127E10+1.2099E9i	2.7098E11+7.6023E9i	0.028044	17.829
1.0000	4.3271E10+8.9737E8i	2.7188E11+5.6384E9i	0.020734	24.115
1.0000	4.3288E10+5.4514E8i	2.7199E11+3.4252E9i	0.012592	39.707
1.0000	4.3351E10+5.9865E8i	2.7238E11+3.7615E9i	0.013808	36.211
1.0000	4.3393E10+1.3610E9i	2.7264E11+8.5517E9i	0.031350	15.949
1.0000	4.3419E10+1.0642E9i	2.7281E11+6.6867E9i	0.024503	20.405
1.0000	4.3434E10+2.3353E9i	2.7290E11+1.4673E10i	0.053690	9.3127
1.0000	4.3437E10+1.9731E9i	2.7292E11+1.2398E10i	0.045379	11.018
1.0000	4.3439E10+1.2320E9i	2.7294E11+7.7406E9i	0.028349	17.637
1.0000	4.3442E10+2.1172E9i	2.7296E11+1.3303E10i	0.048678	10.272
1.0000	4.3478E10+1.4775E9i	2.7318E11+9.2834E9i	0.033963	14.722
1.0000	4.3492E10+7.6582E8i	2.7327E11+4.8118E9i	0.017605	28.400
1.0000	4.3566E10+1.0508E9i	2.7373E11+6.6026E9i	0.024114	20.735
1.0000	4.3572E10+1.9258E9i	2.7377E11+1.2100E10i	0.044156	11.324
1.0000	4.3583E10+8.8959E8i	2.7384E11+5.5894E9i	0.020407	24.502
1.0000	4.3622E10+2.6248E9i	2.7408E11+1.6492E10i	0.060064	8.3244
1.0000	4.3623E10+1.5797E9i	2.7409E11+9.9254E9i	0.036189	13.816
1.0000	4.3636E10+1.8244E9i	2.7417E11+1.1463E10i	0.041774	11.969
1.0000	4.3680E10+8.1840E8i	2.7445E11+5.1422E9i	0.018733	26.690
1.0000	4.3680E10+5.6259E8i	2.7445E11+3.5349E9i	0.012879	38.823
1.0000	4.3683E10+1.1077E9i	2.7447E11+6.9596E9i	0.025349	19.725
1.0000	4.3757E10+7.0250E8i	2.7493E11+4.4139E9i	0.016052	31.148
1.0000	4.3793E10+5.6087E8i	2.7516E11+3.5240E9i	0.012806	39.044
1.0000	4.3808E10+2.8436E9i	2.7525E11+1.7867E10i	0.064773	7.7193
1.0000	4.3820E10+9.8289E8i	2.7533E11+6.1757E9i	0.022425	22.297
1.0000	4.3859E10+7.3342E8i	2.7558E11+4.6082E9i	0.016720	29.905
1.0000	4.3868E10+1.3523E9i	2.7563E11+8.4970E9i	0.030813	16.227
1.0000	4.3880E10+8.6855E8i	2.7570E11+5.4573E9i	0.019790	25.265
1.0000	4.3898E10+9.6642E8i	2.7582E11+6.0722E9i	0.022010	22.717
1.0000	4.3916E10+2.3322E9i	2.7593E11+1.4654E10i	0.053031	9.4284
1.0000	4.3926E10+1.2849E9i	2.7599E11+8.0731E9i	0.029239	17.101
1.0000	4.3933E10+1.0992E9i	2.7604E11+6.9062E9i	0.025011	19.991
1.0000	4.3955E10+1.6841E9i	2.7618E11+1.0581E10i	0.038285	13.060
1.0000	4.3961E10+1.0384E9i	2.7621E11+6.5242E9i	0.023614	21.174
1.0000	4.3973E10+1.4514E9i	2.7629E11+9.1195E9i	0.032989	15.157
1.0000	4.3982E10+2.1738E9i	2.7635E11+1.3658E10i	0.049364	10.129
1.0000	4.4091E10+7.5510E8i	2.7703E11+4.7445E9i	0.017124	29.199
1.0000	4.4152E10+5.3459E8i	2.7742E11+3.3589E9i	0.012107	41.298
1.0000	4.4159E10+8.9479E8i	2.7746E11+5.6221E9i	0.020259	24.681
1.0000	4.4178E10+3.1195E8i	2.7758E11+1.9600E9i	0.0070610	70.812
1.0000	4.4214E10+8.3528E8i	2.7781E11+5.2482E9i	0.018888	26.471
1.0000	4.4225E10+1.0116E9i	2.7788E11+6.3559E9i	0.022867	21.865
1.0000	4.4278E10+2.7635E9i	2.7821E11+1.7364E10i	0.062292	8.0268
1.0000	4.4380E10+9.2326E8i	2.7885E11+5.8010E9i	0.020799	24.040
1.0000	4.4391E10+6.1367E8i	2.7892E11+3.8558E9i	0.013823	36.172
1.0000	4.4399E10+1.4718E9i	2.7897E11+9.2478E9i	0.033132	15.091
1.0000	4.4409E10+2.0753E9i	2.7903E11+1.3039E10i	0.046680	10.711
1.0000	4.4417E10+9.5034E8i	2.7908E11+5.9712E9i	0.021391	23.374
1.0000	4.4484E10+6.6332E8i	2.7950E11+4.1678E9i	0.014910	33.535
1.0000	4.4487E10+1.3508E9i	2.7952E11+8.4875E9i	0.030351	16.474
1.0000	4.4518E10+3.0186E9i	2.7972E11+1.8966E10i	0.067650	7.3910
1.0000	4.4581E10+5.2736E8i	2.8011E11+3.3135E9i	0.011828	42.271
1.0000	4.4605E10+2.3707E9i	2.8026E11+1.4895E10i	0.053074	9.4209
1.0000	4.4644E10+9.8442E8i	2.8051E11+6.1853E9i	0.022045	22.681
1.0000	4.4664E10+6.7972E8i	2.8063E11+4.2708E9i	0.015217	32.859
1.0000	4.4676E10+8.2459E8i	2.8071E11+5.1811E9i	0.018454	27.094
1.0000	4.4689E10+9.4715E8i	2.8079E11+5.9511E9i	0.021189	23.597
1.0000	4.4730E10+1.0824E9i	2.8105E11+6.8009E9i	0.024191	20.669
1.0000	4.4748E10+9.9745E8i	2.8116E11+6.2671E9i	0.022285	22.437
1.0000	4.4753E10+1.1766E9i	2.8119E11+7.3926E9i	0.026281	19.025
1.0000	4.4769E10+4.4320E8i	2.8129E11+2.7847E9i	0.0098994	50.508
1.0000	4.4784E10+1.9682E9i	2.8139E11+1.2367E10i	0.043907	11.388
1.0000	4.4854E10+6.9298E8i	2.8182E11+4.3541E9i	0.015448	32.367
1.0000	4.4938E10+7.7916E8i	2.8235E11+4.8956E9i	0.017336	28.841
1.0000	4.4973E10+2.5788E9i	2.8257E11+1.6203E10i	0.057247	8.7341
1.0000	4.5002E10+1.0684E9i	2.8276E11+6.7130E9i	0.023734	21.066
1.0000	4.5055E10+3.3888E8i	2.8309E11+2.1293E9i	0.0075214	66.477
1.0000	4.5096E10+2.1732E9i	2.8335E11+1.3655E10i	0.048135	10.388
1.0000	4.5102E10+8.3231E8i	2.8338E11+5.2296E9i	0.018451	27.099
1.0000	4.5144E10+1.8557E9i	2.8365E11+1.1659E10i	0.041071	12.174
1.0000	4.5179E10+1.0207E9i	2.8387E11+6.4133E9i	0.022587	22.137
1.0000	4.5185E10+7.8581E8i	2.8391E11+4.9374E9i	0.017388	28.755
1.0000	4.5199E10+2.5734E9i	2.8400E11+1.6169E10i	0.056843	8.7962
1.0000	4.5201E10+2.0822E9i	2.8401E11+1.3083E10i	0.046016	10.866
1.0000	4.5206E10+5.0681E8i	2.8404E11+3.1844E9i	0.011210	44.601
1.0000	4.5299E10+1.8631E9i	2.8462E11+1.1706E10i	0.041094	12.167
1.0000	4.5336E10+1.1686E9i	2.8486E11+7.3424E9i	0.025767	19.404
1.0000	4.5337E10+2.3568E9i	2.8486E11+1.4808E10i	0.051915	9.6312
1.0000	4.5370E10+6.6272E8i	2.8507E11+4.1640E9i	0.014606	34.234
1.0000	4.5545E10+2.4541E9i	2.8617E11+1.5419E10i	0.053805	9.2929
1.0000	4.5545E10+3.8138E8i	2.8617E11+2.3963E9i	0.0083733	59.714
1.0000	4.5552E10+1.2096E9i	2.8621E11+7.5998E9i	0.026544	18.837
1.0000	4.5556E10+3.2274E8i	2.8624E11+2.0278E9i	0.0070842	70.579
1.0000	4.5556E10+1.0791E9i	2.8624E11+6.7800E9i	0.023680	21.115
1.0000	4.5583E10+9.6086E8i	2.8641E11+6.0373E9i	0.021075	23.725
1.0000	4.5665E10+4.4137E8i	2.8692E11+2.7732E9i	0.0096648	51.734
1.0000	4.5681E10+2.4680E9i	2.8702E11+1.5507E10i	0.053948	9.2681
1.0000	4.5682E10+6.2840E8i	2.8703E11+3.9484E9i	0.013755	36.351
1.0000	4.5707E10+8.1540E8i	2.8719E11+5.1233E9i	0.017837	28.032
1.0000	4.5712E10+1.5407E8i	2.8721E11+9.6803E8i	0.0033704	148.35
1.0000	4.5713E10+1.4703E9i	2.8723E11+9.2382E9i	0.032147	15.554
1.0000	4.5820E10+4.7757E8i	2.8789E11+3.0007E9i	0.010422	47.974
1.0000	4.5822E10+2.8961E8i	2.8791E11+1.8197E9i	0.0063202	79.112
1.0000	4.5836E10+1.2100E9i	2.8799E11+7.6024E9i	0.026389	18.948
1.0000	4.5848E10+8.4641E8i	2.8807E11+5.3182E9i	0.018458	27.088
1.0000	4.5926E10+5.1304E8i	2.8856E11+3.2235E9i	0.011170	44.761
1.0000	4.5952E10+9.2617E8i	2.8872E11+5.8193E9i	0.020151	24.813
1.0000	4.5960E10+2.3178E9i	2.8878E11+1.4563E10i	0.050367	9.9271
1.0000	4.5971E10+2.0402E9i	2.8884E11+1.2819E10i	0.044336	11.278
1.0000	4.5974E10+7.1129E8i	2.8886E11+4.4691E9i	0.015470	32.321
1.0000	4.6035E10+1.2447E9i	2.8925E11+7.8204E9i	0.027027	18.500
1.0000	4.6054E10+1.8821E9i	2.8936E11+1.1826E10i	0.040834	12.245
1.0000	4.6064E10+5.1878E8i	2.8943E11+3.2596E9i	0.011262	44.399
1.0000	4.6096E10+2.1976E9i	2.8963E11+1.3808E10i	0.047619	10.500
1.0000	4.6106E10+3.9320E9i	2.8969E11+2.4706E10i	0.084973	5.8842
1.0000	4.6152E10+5.7345E8i	2.8998E11+3.6031E9i	0.012424	40.244
1.0000	4.6171E10+1.0061E9i	2.9010E11+6.3217E9i	0.021786	22.950
1.0000	4.6243E10+1.6980E9i	2.9055E11+1.0669E10i	0.036695	13.626
1.0000	4.6255E10+6.7133E8i	2.9063E11+4.2181E9i	0.014512	34.454
1.0000	4.6285E10+2.0837E9i	2.9082E11+1.3092E10i	0.044974	11.117
1.0000	4.6303E10+2.4833E9i	2.9093E11+1.5603E10i	0.053556	9.3361
1.0000	4.6354E10+4.7118E8i	2.9125E11+2.9605E9i	0.010164	49.192
1.0000	4.6358E10+4.3826E9i	2.9128E11+2.7537E10i	0.094118	5.3125
1.0000	4.6367E10+9.9155E8i	2.9133E11+6.2301E9i	0.021380	23.386
1.0000	4.6372E10+3.7354E9i	2.9136E11+2.3470E10i	0.080292	6.2272
1.0000	4.6392E10+5.6546E8i	2.9149E11+3.5529E9i	0.012188	41.025
1.0000	4.6428E10+1.8007E9i	2.9171E11+1.1314E10i	0.038756	12.901
1.0000	4.6429E10+1.6970E9i	2.9172E11+1.0662E10i	0.036525	13.689
1.0000	4.6430E10+6.6098E8i	2.9173E11+4.1531E9i	0.014235	35.126
1.0000	4.6446E10+1.9550E9i	2.9183E11+1.2283E10i	0.042054	11.889
1.0000	4.6541E10+9.7030E8i	2.9243E11+6.0965E9i	0.020844	23.988
1.0000	4.6541E10+3.0537E9i	2.9243E11+1.9187E10i	0.065473	7.6367
1.0000	4.6618E10+1.2956E9i	2.9291E11+8.1407E9i	0.027782	17.997
1.0000	4.6643E10+1.6547E9i	2.9307E11+1.0397E10i	0.035454	14.103
